Date,Year,Month,Day,Start Time,End Time,Duration,MaxPfu,Region,Location,Flare Maximum (UTC),Type IIRadio Emission,Type IV,Linear Speed,Imagery/Misc
7/1/2002,2002,7,1,17:50,16:00,22:10,234,10030,N19W01,"X3/3B  
        07/15 2008",No,Yes,"1151  
        km/s",C2
3/2/2002,2002,3,2,6:25,10:25,4:00,28,10039,S12E90,"X3/N/A  
        07/20 2130",Yes,No,"1941  
        km/s",C2
4/1/2002,2002,4,1,18:00,16:20,22:20,26,10061,N09W54,"M2/1N  
        08/14 0212",Yes,No,"1309  
        km/s",C2
2/2/2002,2002,2,2,20:00,9:00,13:00,36,10069,S07W62,"M5/2B  
        08/22 0157",Yes,Yes,"998  
        km/s",C2
4/2/2002,2002,4,2,14:00,11:50,21:50,317,10069,S02W81,"X3/1F  
        08/24 0112",Yes,Yes,"1913  
        km/s",C2
7/1/2002,2002,7,1,20:00,16:50,20:50,20,10102,N10E28,"C5/SF  
        09/05 1706",Yes,No,"1748  
        km/s",C2
12/1/2001,2002,0,1,19:20,6:00,10:40,404,10180,S12W29,"M4/2B  
        11/09 1323",Yes,Yes,"1838  
        km/s",C2
9/2/2003,2003,9,2,23:40,15:30,15:50,121,10365,S06W24,"X3/2B  
        05/28 0027",Yes,Yes,"1366  
        km/s",C2
1/3/2003,2003,1,3,20:00,16:50,20:50,27,10365,S07W65,"M9/2B  
        05/31 0224",Yes,Yes,"1835  
        km/s",C2
9/1/2003,2003,9,1,21:25,17:50,20:25,19,10386,S09E60,"M6/SF  
        06/17 2255",Yes,Yes,"1813  
        km/s",C2
6/2/2003,2003,6,2,18:25,22:35,4:10,466,10484,N02W38,"X1/1N  
        10/26 1815",Yes,No,"1537  
        km/s",C2
9/2/2003,2003,9,2,12:15,13:50,1:35,"29,500",10486,S16E08,"X17/4B  
        10/28 1110",Yes,Yes,"2459  
        km/s",C2EIT
12/3/2002,2003,0,3,21:00,19:35,22:35,"3,300",10486,S15W02,"X10/2B  
        10/29 2049",Yes,Yes,"2029  
        km/s",C2
3/1/2003,2003,3,1,17:35,9:50,16:15,"1,570",10486,S14W56,"X8/2B  
        11/02 1725",Yes,Yes,"2598  
        km/s",C2
5/1/2003,2003,5,1,22:25,12:00,13:35,353,10486,S19W83,"X28/3B  
        11/04 1952",Yes,Yes,"2657  
        km/s",C2
2/2/2003,2003,2,2,23:55,23:00,23:05,13,10501,N02W17,"M5/2B  
        11/20 2353",No,No,"494  
        km/s",C2
2/1/2003,2003,2,1,15:55,18:20,2:25,88,10508,S17W95,"C8/N/A  
        12/02 1150",No,No,"1393  
        km/s",C2
1/1/2004,2004,1,1,11:35,18:45,7:10,35,10588,S14W47,"C9/1F  
        04/11 0419",No,No,"1645  
        km/s",C2
5/2/2004,2004,5,2,18:25,22:50,4:25,"2,090",10652,N08W33,"M9/1F  
        07/25 1520",Yes,Yes,"1333  
        km/s",C2
4/1/2004,2004,4,1,2:05,5:50,3:45,273,10672,N04E42,"M4/2N  
        09/12 0056",Yes,Yes,"1328  
        km/s",C2
12/2/2003,2004,0,2,19:25,10:00,14:35,57,10672,N03W58,"M1/N/A  
        09/19 1712",Yes,Yes,N/A,C2
1/1/2004,2004,1,1,6:55,8:50,1:55,63,N/A,S00W120,N/A,No,No,"800  
        km/s",N/A
8/1/2004,2004,8,1,19:10,11:50,16:40,495,10696,N09W17,"X2/N/A  
        11/07 1606",Yes,Yes,"1759  
        km/s",C2
9/1/2004,2004,9,1,20:30,21:30,1:00,82,10696,N07W51,"M8/2N  
        11/09 1719",Yes,Yes,"1853  
        km/s",C2
12/1/2003,2004,0,1,2:55,16:55,14:00,424,10696,N09W49,"X2/3B  
        11/10 0213",Yes,Yes,"3387  
        km/s",C2
7/1/2005,2005,7,1,21:00,17:50,20:50,5040,10720,N15W05,"X2/N/A  
        01/15 2302",N/A,N/A,"2861  
        km/s",C2
5/1/2005,2005,5,1,5:25,0:00,18:35,3140,10759,N12E11,"M8/2B  
        05/13 1657",N/A,N/A,"1689  
        km/s",C2
7/1/2005,2005,7,1,22:00,2:00,4:00,44,10775,N09W87,"M4/N/A  
        06/16 2022",N/A,N/A,N/A,N/A
5/1/2005,2005,5,1,2:45,10:50,8:05,134,10786,N10W80,"M5/N/A  
        07/13 1449",N/A,N/A,"1423  
        km/s",C2
9/2/2005,2005,9,2,23:00,17:15,18:15,41,10792,N11E90,"M3/N/A  
        07/27 0502",N/A,N/A,"1787  
        km/s",C2
3/2/2005,2005,3,2,20:40,10:45,14:05,330,10798,S12W60,"M5/1N  
        08/22 1727",N/A,N/A,"2378  
        km/s",C2
1/1/2005,2005,1,1,2:15,18:50,16:35,1880,10808,S06E89,"X17/3B  
        09/07 1740",N/A,N/A,N/A,N/A
7/1/2006,2006,7,1,15:55,19:30,3:35,1980,10930,S07E79,"X9/2N  
        12/05 1035",N/A,N/A,N/A,N/A
3/1/2006,2006,3,1,7:00,9:25,2:25,698,10930,S05W23,"X3/4B  
        12/13 0240",N/A,N/A,"1774  
        km/s",C2
4/1/2010,2010,4,1,12:30,12:45,0:15,14,11099,N17W52,C4/SF 08/14 1005,N/A,N/A,"1205  
        km/s",C2
8/1/2011,2011,8,1,1:05,8:00,6:55,50,11164,N24W59,M3/N/A 03/07 2012,N/A,N/A,"2125  
        km/s",C2
2/2/2011,2011,2,2,19:50,13:50,18:00,14,11169,Farside,N/A,N/A,N/A,"1341  
        km/s",C2
7/1/2011,2011,7,1,10:00,18:20,8:20,73,11226,S21W64,M2/2N 06/07 0641,N/A,N/A,"1255  
        km/s",C2
5/1/2011,2011,5,1,6:35,21:50,15:15,96,11261,N15W49,M9/2B 08/04 0357,N/A,N/A,"1315  
        km/s",C2
9/1/2011,2011,9,1,8:45,12:10,3:25,26,11263,N17W83,X6/2B 08/09 0805,N/A,N/A,"1610  
        km/s",C2
6/2/2011,2011,6,2,22:55,11:55,13:00,35,11302,N11E74,X1/2N 09/22 1101,N/A,N/A,"1905  
        km/s",C2
7/2/2011,2011,7,2,11:25,12:50,1:25,80,11353,N08W49,C1/N/A 11/26 0710,N/A,N/A,"933  
        km/s",C2
4/2/2012,2012,4,2,5:00,15:30,10:30,6310,11402,N28W36,M8/2B 01/23 0359,N/A,Yes,"2175  
        km/s",C2SDO
8/2/2012,2012,8,2,2:35,20:50,18:15,796,11402,N27W71,X1/1F 01/27 1837,N/A,N/A,"2508  
        km/s",C2SDO
8/1/2012,2012,8,1,3:00,11:15,8:15,6530,11429,N17E15,X5/3B 03/07 0024,N/A,N/A,"2684  
        km/s",C2SDO
3/1/2012,2012,3,1,18:10,20:45,2:35,469,11429,N18W62,M7/1B 03/13 1741,Yes,Yes,"1884  
        km/s",C2
7/1/2012,2012,7,1,21:00,19:00,22:00,255,11476,N12W89,M5/N/A 05/17 0147,N/A,N/A,"1582  
        km/s",C2
7/2/2012,2012,7,2,5:35,10:45,5:10,14,11428,Farside,N/A,N/A,N/A,"1966  
        km/s",C2
6/1/2012,2012,6,1,19:55,20:20,0:25,14,11504,S17E14,M1/N/A 06/14 1435,N/A,Yes,"987  
        km/s",C2
7/1/2012,2012,7,1,16:00,2:50,10:50,25,11515,S18W50,X1/N/A 07/06 2308,N/A,N/A,"1828  
        km/s",C2
9/1/2012,2012,9,1,13:00,19:00,6:00,19,11515,S17W74,M6/1N 07/08 1632,YES,N/A,"2711  
        km/s",C2SDO
2/1/2012,2012,2,1,18:35,22:25,3:50,96,11520,S16W09,X1/2B 07/12 1649,N/A,N/A,"885  
        km/s",C2
8/1/2012,2012,8,1,17:15,12:00,18:45,136,11520,S17W75,M1/N/A 07/17 1715,N/A,N/A,"958  
        km/s",C2
3/2/2012,2012,3,2,15:45,21:45,6:00,12,11520,Farside,N/A,N/A,N/A,"2003  
        km/s",C2
2/1/2012,2012,2,1,13:35,13:00,23:25,60,N/A,S06E20,C8/N/A 08/31 2043,N/A,N/A,"567  
        km/s",C2
8/2/2012,2012,8,2,6:00,20:50,14:50,28,11577,N08W41,C3/N/A 09/27 2357,N/A,N/A,"947  
        km/s",C2
7/1/2013,2013,7,1,19:40,22:00,2:20,16,11692,N11E12,M1/N/A 03/15 0658,N/A,N/A,"1063  
        km/s",C2
1/1/2013,2013,1,1,10:55,16:45,5:50,114,11719,N09E12,M6/N/A 04/11 0716,N/A,N/A,"861  
        km/s",C2
7/1/2013,2013,7,1,13:25,17:20,3:55,42,11748,N11E51,X1/N/A 05/15 0148,N/A,N/A,"1366  
        km/s",C2
3/2/2013,2013,3,2,14:20,17:00,2:40,1660,11745,N15W70,M5/N/A 05/22 1332,N/A,N/A,1466 km/s,C2SDO
4/2/2013,2013,4,2,20:14,4:00,7:46,14,11777,S16E66,M2/N/A 06/21 0314,N/A,N/A,1900 km/s,C2
12/3/2012,2013,0,3,5:05,20:50,15:45,182,DSF,N15W40,C1/N/A 09/29 2337,N/A,N/A,1179 km/s,C2
8/2/2013,2013,8,2,21:50,23:15,1:25,29,11936,S18E07,C9/N/A 12/28 1802,N/A,N/A,1118 km/s,C2
6/1/2014,2014,6,1,9:15,16:00,6:45,42,11936,Farside,N/A,No,N/A,1402 km/s,C2
9/1/2014,2014,9,1,9:15,10:00,0:45,1026,11944,S15W11,X1/N/A 01/07 1832,Yes,Yes,1830 km/s,C2SDO
12/2/2013,2014,0,2,13:00,9:25,20:25,22,11976,S15W67,M3/N/A 02/20 0756,Yes,Yes,948 km/s,C2
5/2/2014,2014,5,2,13:55,12:50,22:55,103,11990,S12E82,X4/N/A 02/25 0049,Yes,Yes,2147 km/s,C2SDO
9/1/2014,2014,9,1,15:25,10:50,19:25,58,12036,S16W41,M7/N/A 04/18 1303,Yes,Yes,1203 km/s,C2
2/1/2014,2014,2,1,0:00,15:55,15:55,126,12158,N16W06,X1/N/A 09/10 1745,Yes,Yes,1267 km/s,C2
8/1/2015,2015,8,1,11:35,14:45,3:10,17,12365,SW limb,M1/N/A 06/18 0127,No,No,1714 km/s,C2
2/2/2015,2015,2,2,21:35,19:00,21:25,1066,12371,N13W00,M2/1N 06/21 0142,Yes,Yes,1366 km/s,C2
7/2/2015,2015,7,2,11:00,3:00,16:00,22,12371,N12W40,M7/N/A 06/25 0816,Yes,Yes,1627 km/s,C2
9/2/2015,2015,9,2,7:00,10:00,3:00,23,12434,Farside,N/A,N/A,N/A,530 km/s,C2
2/1/2016,2016,2,1,19:00,21:00,2:00,21,12473,S21W73,M2/N/A 01/02 0011,Yes,Yes,1730 km/s,C2
4/1/2017,2017,4,1,18:00,23:20,5:20,22,12665,S06W29,M2/N/A 07/14 0209,Yes,Yes,1200 km/s,C2
8/1/2017,2017,8,1,16:00,3:50,11:50,844,12673,S11W16,M5/N/A 09/04 2033,Yes,No,1418 km/s,C2
1/1/2017,2017,1,1,16:45,11:45,19:00,1494,12673,S08W83,X8/N/A 09/10 1606,Yes,Yes,3163 km/s,C2
9/2/2021,2021,9,2,6:00,8:00,2:00,15,12824,N21W63,C9/1F 05/28 2313,Yes,Yes,971 km/s,C2
9/2/2021,2021,9,2,16:35,1:00,8:25,29,12887,S26W04,X1/2N 10/28 1535,Yes,Yes,1519 km/s,C2
12/3/2020,2021,0,3,21:00,21:50,0:50,11,12887,S26W04,X1/2N 10/28 1535,Yes,Yes,1519 km/s,ESP enhancement during decay of previous event
12/2/2021,2022,0,2,8:00,10:15,2:15,22,12929,N08W84,M5/Sf 01/20 0601,Yes,Yes,1431 km/s,Flux Plot
8/2/2022,2022,8,2,13:25,14:50,1:25,19,12975,N13W06,M4/2N 03/28 1129,Yes,Yes,702 km/s,C2 dataC2 X-Ray
1/3/2022,2022,1,3,14:00,15:00,1:00,11,12975,N13W31,X1/N/A 03/30 1737,Yes,Yes,641 km/s,C2 dataC2 X-Ray
2/1/2022,2022,2,1,14:30,16:00,1:30,32,12976,N15W61,M3/SN 03/28 1129,Yes,Yes,1433 km/s,C2 dataC2 X-Ray
7/2/2022,2022,7,2,11:55,12:20,0:25,27,13088,N13W34,M1/N/A 08/27 1138,No,No,N/A,No data
6/2/2023,2023,6,2,21:10,20:00,22:50,58,13229,N26W43,M6/3N 02/25 1944,Yes,No,1170 km/s,C2 dataC2 X-Ray
5/1/2023,2023,5,1,7:35,18:50,11:15,22,Farsided,N/A,farside event,No,No,1699 km/s,Event started on 13 Mar then an additional enhancement was observed with CME shockC2 X-RayC2 data
3/2/2023,2023,3,2,18:15,18:20,0:05,26,13283,S22W14,M1.7 04/21 1812,Yes,Yes,1284 km/s,C2 X-Ray
9/1/2023,2023,9,1,12:40,15:00,2:20,38,13296,N16W13,M1.6 05/07 2323,No,No,1075 km/s,C2 X-Ray
12/1/2022,2023,0,1,23:35,12:50,13:15,83,13296,N13W31,M4/1B 09/1858,Yes 1892 km/s,Yes,1209 km/s,C2 X-Ray
6/1/2023,2023,6,1,6:35,1:50,19:15,18,N/A,farside event,N/A,No,No,N/A,Event appeared to be associated with farside activity
8/1/2023,2023,8,1,1:15,13:50,12:35,620,13363,S26W87,M5 07/18 0006,No,No,1385 km/s,C2 X-Ray
9/2/2023,2023,9,2,20:00,9:20,13:20,154,13376,N27W87,M4 07/28 1558,Yes,No,1896 km/s,C2 X-Ray
5/1/2023,2023,5,1,11:15,17:45,6:30,18,13386,N10W63,M1 08/05 0718,Yes,No,N/A,There was an additonal enhancement to this event following an X1 from 3386
9/1/2023,2023,9,1,1:15,2:50,1:35,47,13386,Beyond west limb,X1 08/07 2046,Yes,No,1851 km/s,C2 X-Ray
1/1/2023,2023,1,1,19:00,13:00,18:00,25,13413,N09W75,M1 09/01 0351,Yes,Yes,1339 km/s,C2 X-RayDST
6/1/2023,2023,6,1,23:45,1:50,2:05,13,13514,N05W76,N/A,Yes,Yes,N/A,Combination of flare activity from region 3514 and secondary CME enhancements
4/1/2024,2024,4,1,2:05,11:50,9:45,20,13536,N04E73,X5/3B 12/31 2203,Yes,Yes,N/A,C2 X-RayDST
9/2/2024,2024,9,2,6:15,18:50,12:35,137,13559,N26E73,M6.7/Sf 01/29 0438,Yes,No,N/A,C2 Wind Waves
9/1/2024,2024,9,1,15:30,23:55,8:25,187,13575,Beyond SW limb,X3.3 02/09 1314,Yes,Yes,N/A,N/A
3/1/2024,2024,3,1,8:05,16:50,8:45,118,13576,S16W30,C9.6/Sf 02/12 0554,No,Yes,N/A,N/A
3/2/2024,2024,3,2,8:15,18:20,10:05,956,13614,N27E08,X1.1/2F 03/23 0133,Yes,No,N/A,Assymetric haloa>Flux Plot
12/1/2023,2024,0,1,13:35,17:45,4:10,208,13664,S17W36,X3.9 05/10 0654,Yes,Yes,N/A,N/A
1/1/2024,2024,1,1,21:00,9:10,12:10,116,13664,S17W44,X5.8 05/11 0123,Yes,Yes,N/A,This event followed shortly after the previous had fallen below 10pfu
8/1/2024,2024,8,1,2:55,8:00,5:05,1030,13696,S17W58,M9.7 06/08 0149,Yes,Yes,N/A,N/Aa>Flux Plot
3/2/2024,2024,3,2,6:00,10:40,4:40,24,N/A,Farsided event,N/A,No,No,N/A,Farside full halo
9/1/2024,2024,9,1,16:40,22:50,6:10,34,13806,S08W81,M1.0 09/09 0332,Yes,No,N/A,Flux Plot
7/1/2024,2024,7,1,7:35,10:50,3:15,33,13825,S16E20,C9.6 09/16 2357,Yes,Yes,N/A,Flux Plot
12/1/2023,2024,0,1,5:05,15:15,10:10,1810,13848,N12W11,X1.8 10/09 0156,Yes,Yes,N/A,Flux Plot
8/2/2024,2024,8,2,19:10,11:00,15:50,364,13873,S11E56,X1.8 10/26 0719,Yes,Yes,N/A,Flux Plot
